"name";"ine";"email";"tel"
"Avellaneda";"05-018";"cantarranasave@telefonica.net";"687503229"
"Navaescurial";"05-155";"navaescurial@diputacionavila.es";"920360129"
"Ávila";"05-019";"sberron@ayuntavila.com";"661332345"
"Navahondilla";"05-156";"a-navahondilla@terra.es";"918610091"
"Barco de Ávila (El)";"05-021";"ayto@aytobarcodeavila.com";"920340013"
"Navalacruz";"05-157";NA;"920299501"
"Barraco (El)";"05-022";"ayuntamiento@elbarraco.org";"920281001"
"Navalmoral";"05-158";"AY.NAVALMORAL@TERRA.ES";"920280002"
"Barromán";"05-023";NA;"920323001"
"Navalonguilla";"05-159";"secretaria@navalonguilla.com";NA
"Becedas";"05-024";"aytobecedas@yahoo.es";"923430001"
"Navalosa";"05-160";NA;"920299301"
"Becedillas";"05-025";"becedillas@diputacionavila.es";"920364504"
"Navalperal de Pinares";"05-161";"aytonavalperal@eresmas.com";NA
"Bercial de Zapardiel";"05-026";"bercialdezapardiel@telefonica.net";"920320559"
"Navalperal de Tormes";"05-162";"navalperaltormes@diputacionavila.net";NA
"Berlanas (Las)";"05-027";"ayuntamientolasberlanas@gmail.com";"920266260"
"Navaluenga";"05-163";"registro@navaluenga.es";"920286001"
"Bernuy-Zapardiel";"05-029";NA;"920303039"
"Navaquesera";"05-164";NA;"651457328"
"Berrocalejo de Aragona";"05-030";"berrocalejo@diputacionavila.es";"920203268"
"Navarredonda de Gredos";"05-165";"ayuntamiento@navarredondadegredos.net";"920348001"
"Blascomillán";"05-033";"blascomillan@diputacionavila.es";"923563010"
"Navarredondilla";"05-166";NA;"920297605"
"Blasconuño de Matacabras";"05-034";NA;"920308034"
"Navarrevisca";"05-167";"navarrevisca@diputacionavila.es";NA
"Blascosancho";"05-035";"blacosancho@diputacionavila.es";"920201171"
"Navas del Marqués (Las)";"05-168";"intervencion@navasdelmarques.com";"918970772"
"Bohodón (El)";"05-036";NA;"920267230"
"Navatalgordo";"05-169";"ayuntanavatalgordo@tahoo.es";"920297801"
"Bohoyo";"05-037";"ayuntamientobohoyo@gmail.com";"920347001"
"Navatejares";"05-170";NA;"920341028"
"Bonilla de la Sierra";"05-038";"bonilla@diputacionavila.es";"920362708"
"Neila de San Miguel";"05-171";"neila@diputacionavila.net";NA
"Brabos";"05-039";"aytobrabos@hotmail.com";"920239303"
"Niharra";"05-172";"mar - antona@yahoo.es";"920265028"
"Bularros";"05-040";NA;"920208324"
"Ojos-Albos";"05-173";"ojosalbos@diputacionavila.es";"920203282"
"Burgohondo";"05-041";"oficina@burgohondo.es";"920283013"
"Orbita";"05-174";"orbita@diputacionavila.net";NA
"Cabezas de Alambre";"05-042";"ayto@cabezasdealambre.eu";"0"
"Oso (El)";"05-175";"ayt-el-oso@navegalia.com";NA
"Cabezas del Pozo";"05-043";NA;"920303039"
"Padiernos";"05-176";NA;"920265189"
"Cabezas del Villar";"05-044";"ayuntamientodecabezasdelvillar@hotmail.com";"920234201"
"Pajares de Adaja";"05-177";"pajaresdeadaja@gamil.com";"920201002"
"Cabizuela";"05-045";"ayto@cabezasdealambre.eu";"0"
"Palacios de Goda";"05-178";"palaciosdegoda@diputacionavila.net";"920308136"
"Canales";"05-046";NA;"920303039"
"Papatrigo";"05-179";"mjcasas@espublico.com";"920241301"
"Candeleda";"05-047";"ayuntamiento@ayuntamientocandeleda.es";"920380001"
"Parral (El)";"05-180";NA;"923566326"
"Cantiveros";"05-048";"aytocantiveros@hotmail.com";"920324161"
"Pascualcobo";"05-181";NA;"920365288"
"Cardeñosa";"05-049";"gregoriohernandezsanchez@gmail.com";"920260001"
"Pedro Bernardo";"05-182";"aytopedrobernardo@live.com";"920387001"
"Carrera (La)";"05-051";NA;"920342008"
"Pedro-Rodríguez";"05-183";"aytopedrorodriguez@digital-2000.net";NA
"Casas del Puerto";"05-052";"acorral.abogados@gmail.com";"920231219"
"Peguerinos";"05-184";"secretaria@peguerinos.es";NA
"Casasola";"05-053";"casasola@diputacionavila.es";"610550026"
"Peñalba de Ávila";"05-185";NA;"920260169"
"Casavieja";"05-054";"casavieja@diputacionavila.es";"918678512"
"Piedrahíta";"05-186";"info@aytopiedrahita.com";"920360001"
"Casillas";"05-055";"secretaria@casillas.es";"918667115"
"Piedralaves";"05-187";"piedralaves@pueblos.net";"918665002"
"Castellanos de Zapardiel";"05-056";NA;"920323061"
"Poveda";"05-188";"ayunpov@tiscali.es";"920230328"
"Cebreros";"05-057";"secretaria@cebreros.es";"610608288"
"Poyales del Hoyo";"05-189";"POYALES@PUEBLOS.NET";"920390001"
"Cepeda la Mora";"05-058";"cepedamora@diputacion.es";"920290001"
"Pozanco";"05-190";NA;"920200271"
"Cillán";"05-059";"mery12sm@hotmail.com";"920232200"
"Pradosegar";"05-191";"aytopradosegar@hotmail.com";"920230087"
"Cisla";"05-060";"aytocisla@hotmail.com";"920324201"
"Puerto Castilla";"05-192";"secretaria@puertocastilla.com";NA
"Colilla (La)";"05-061";"ayuntcolilla@wanadoo.es";NA
"Rasueros";"05-193";"ayuntamientorasueros@hotmail.com";"920327201"
"Collado de Contreras";"05-062";"colladodecontreras@diputacionavila.net";"920244401"
"Riocabado";"05-194";"mjcasas@espublico.com";"920240231"
"Collado del Mirón";"05-063";NA;"920209166"
"Riofrío";"05-195";"auxiliar.ayuntamientoriofrio@gmail.com";"920268011"
"Constanzana";"05-064";"ayto@constanzana.eu";"0"
"Rivilla de Barajas";"05-196";"rivilla@diputacionavila.es";"920244151"
"Crespos";"05-065";"crespos@diputacionavila.net";"920244001"
"Salobral";"05-197";"salobral@diputacionavila.net";"920265381"
"Cuevas del Valle";"05-066";"cuevasvalle@diputacionavila.es";"920391004"
"Salvadiós";"05-198";NA;"923563024"
"Chamartín";"05-067";"mery12sm@hotmail.com";"920232534"
"San Bartolomé de Béjar";"05-199";"sbartolomebejar@diputacionavila.net";NA
"Donjimeno";"05-069";"ayto@donjimeno.eu";"0"
"San Bartolomé de Corneja";"05-200";NA;"920362249"
"Donvidas";"05-070";"ayuntamientodonvidas@hotmail.com";"920306226"
"San Bartolomé de Pinares";"05-201";"ayuntamiento@aytosanbartolomedepinares.es";"920270001"
"Espinosa de los Caballeros";"05-072";"feranandorobledo@espublico.com";"920301001"
"Sanchidrián";"05-204";NA;"920318005"
"Flores de Ávila";"05-073";"ayuntamientorasueros@hotmail.com";"923563015"
"Sanchorreja";"05-205";NA;"920269649"
"Fontiveros";"05-074";"aytofontiveros@hotmail.com";"920245035"
"San Esteban de los Patos";"05-206";NA;"920208236"
"Fresnedilla";"05-075";"afresnedilla@gmail.com";"918673196"
"San Esteban del Valle";"05-207";"asevalle@tiservinet.es";NA
"Fresno (El)";"05-076";"aytoelfresno@hotmail.com";"920269931"
"San Esteban de Zapardiel";"05-208";NA;"920323026"
"Fuente el Saúz";"05-077";NA;"920303039"
"San García de Ingelmos";"05-209";NA;"920234561"
"Fuentes de Año";"05-078";NA;"920310101"
"San Juan de la Encinilla";"05-210";"mjcasas@espublico.com";"920240301"
"Gallegos de Altamiros";"05-079";"ayuntamientoaveinte@hotmail.es";"920269241"
"San Juan de la Nava";"05-211";NA;"920297061"
"Gallegos de Sobrinos";"05-080";NA;"920232288"
"San Juan del Molinillo";"05-212";NA;"920280109"
"Garganta del Villar";"05-081";NA;"920290648"
"San Juan del Olmo";"05-213";NA;"920232401"
"Gavilanes";"05-082";"secrataria@gavilanes.es";"920384661"
"San Lorenzo de Tormes";"05-214";NA;"920340131"
"Gemuño";"05-083";NA;"920269868"
"San Martín de la Vega del Alberche";"05-215";"ayuntamientolavega@gmail.com";"920296224"
"Gilbuena";"05-084";NA;"923430056"
"San Martín del Pimpollar";"05-216";NA;"920348201"
"Gil García";"05-085";"agrupacionpuertocastilla@gmail.com";"920342821"
"San Miguel de Corneja";"05-217";"smiguelcorneja@diputacionavila.es";"920362561"
"Gimialcón";"05-086";NA;"923563021"
"San Miguel de Serrezuela";"05-218";"secretariosms@hotmail.com";"920365001"
"Gotarrendura";"05-087";"GOTARRENDURA@DIPUTACIONAVILA.ES";"920269038"
"San Pascual";"05-219";"ayuntamientosanpascual@gmail.com";"920208025"
"Grandes y San Martín";"05-088";NA;"920239150"
"San Pedro del Arroyo";"05-220";"aytosanpedroarroyo@yahoo.es";"920240015"
"Guisando";"05-089";"www.aytoguisan@navegalia.com";"920374001"
"Santa Cruz del Valle";"05-221";"aytosantacruz@telefonica.net";"920386201"
"Gutierre-Muñoz";"05-090";NA;"920301951"
"Santa Cruz de Pinares";"05-222";"AYTOSTACRUZPIN@terra.es";"920271351"
"Hernansancho";"05-092";"ayuntamientohernansancho@gmail.com";"920261002"
"Santa María del Arroyo";"05-224";NA;"920265375"
"Herradón de Pinares";"05-093";"herradon@pueblos.net";"920273087"
"Santa María del Berrocal";"05-225";"secretaria@santamariadelberrocal.com";"920347301"
"Herreros de Suso";"05-094";"aytodeherreros@wanadoo.es";"923566382"
"Santa María de los Caballeros";"05-226";"SECRETARIA@SANTAMARIADELOSCABALLEROS.COM";"920207326"
"Higuera de las Dueñas";"05-095";"higueradelasduenas@gmail.com";"918673120"
"Santa María del Tiétar";"05-227";"ayuntamiento@santamariadeltietar.es";"918662128"
"Hija de Dios (La)";"05-096";"hijadios@diputacionavila.es";"920296599"
"Santiago del Collado";"05-228";NA;"920360107"
"Horcajada (La)";"05-097";"ayto.lahorcajada@zonagredos.com";"92034001"
"Santo Domingo de las Posadas";"05-229";NA;"920200081"
"Horcajo de las Torres";"05-099";"horcajo@diputacionavila.net";"920327001"
"Santo Tomé de Zabarcos";"05-230";NA;"920240074"
"Hornillo (El)";"05-100";"hornillo@diputacionavila.net";"920374531"
"San Vicente de Arévalo";"05-231";"aytosanvicente@digital-2000.net";NA
"Hoyocasero";"05-101";NA;"920299701"
"Serrada (La)";"05-232";NA;"669750478"
"Hoyo de Pinares (El)";"05-102";"hoyodepinares@gmail.com";"918638137"
"Serranillos";"05-233";"aytoserranillos@terra.es";"920289101"
"Hoyorredondo";"05-103";NA;"920364214"
"Sigeres";"05-234";NA;"920240281"
"Hoyos del Collado";"05-104";NA;"920349007"
"Sinlabajos";"05-235";NA;"920306101"
"Hoyos del Espino";"05-105";"hoyosespino@diputacionavila.es";"920349007"
"Solana de Ávila";"05-236";"agrupacionpuertocastilla@gmail.com";"920342701"
"Hoyos de Miguel Muñoz";"05-106";"hoyosmiguel@diputacionavila.es";"630604888"
"Solana de Rioalmar";"05-237";NA;"920232047"
"Hurtumpascual";"05-107";NA;"920254753"
"Solosancho";"05-238";"solosancho@diputacionavila.es";"920291001"
"Junciana";"05-108";"junciana@diputacionavila.net";"920340445"
"Sotalbo";"05-239";"aytosotalbo@gmail.com";"920267613"
"Langa";"05-109";NA;"920310001"
"Sotillo de la Adrada";"05-240";"urbanismo@sotillo.net";"918660002"
"Lanzahíta";"05-110";"aytolanzahita@navegalia.com";"920378601"
"Tiemblo (El)";"05-241";NA;"918625002"
"Losar del Barco (El)";"05-112";"losar@diputacionavila.net";"920340943"
"Tiñosillos";"05-242";"ayto@tinosillos.com";"920267024"
"Llanos de Tormes (Los)";"05-113";NA;"920341016"
"Tolbaños";"05-243";NA;"920208157"
"Madrigal de las Altas Torres";"05-114";"ayuntamientodemadrigal@aytomadrigal.es";"920320001"
"Tormellas";"05-244";"secretaria@tormellas.com";NA
"Maello";"05-115";NA;"921192080"
"Tornadizos de Ávila";"05-245";"aytotornadizosdeavila@gmail.com";"920276106"
"Malpartida de Corneja";"05-116";NA;"920364401"
"Tórtoles";"05-246";"tortoles@diputacionavila.es";"920362758"
"Mamblas";"05-117";"ayuntamientomamblas@telefonica.net";"920321311"
"Torre (La)";"05-247";"aytolatorre@hotmail.com";"920231597"
"Mancera de Arriba";"05-118";NA;"920234711"
"Umbrías";"05-249";"agrupacionpuertocastilla@gmail.com";"920342781"
"Manjabálago y Ortigosa de Rioalmar";"05-119";NA;"920254753"
"Vadillo de la Sierra";"05-251";"infovadillo@gmail.com";"920235003"
"Marlín";"05-120";NA;"920208267"
"Valdecasa";"05-252";NA;"920239017"
"Martiherrero";"05-121";NA;"920269401"
"Vega de Santa María";"05-253";"vegadiputacionavila.es";"920200201"
"Martínez";"05-122";NA;"920368151"
"Velayos";"05-254";NA;"920200201"
"Mediana de Voltoya";"05-123";"mediana@diputacionavila.es";"920203228"
"Villaflor";"05-256";"aytovillaflor@yahoo.es";"920240135"
"Medinilla";"05-124";"medinilla@diputacionavila.net";NA
"Villafranca de la Sierra";"05-257";NA;"920367606"
"Mengamuñoz";"05-125";NA;"920296560"
"Villanueva de Gómez";"05-258";"aytvillangomez@terra.es";"920261251"
"Mesegar de Corneja";"05-126";"mesegar@diputacionavila.es";"920362618"
"Villanueva del Aceral";"05-259";NA;"920306151"
"Mijares";"05-127";"ayto.mijares@terra.es";"920385001"
"Villanueva del Campillo";"05-260";"villacampillo@yahoo.es";NA
"Mingorría";"05-128";"ayuntamiento@mingorria.com";"920200001"
"Villar de Corneja";"05-261";"secretaria@santamariadelberrocal.com";"920209488"
"Mirón (El)";"05-129";NA;"920362340"
"Villarejo del Valle";"05-262";NA;"920384081"
"Mironcillo";"05-130";"mironcillo@diputacionavila.net";"920265288"
"Villatoro";"05-263";NA;"920230251"
"Mirueña de los Infanzones";"05-131";NA;"920232301"
"Viñegra de Moraña";"05-264";NA;"920241111"
"Mombeltrán";"05-132";"ayuntamiento@mombeltran.es";"920386001"
"Vita";"05-265";NA;"923566498"
"Monsalupe";"05-133";NA;"920269101"
"Zapardiel de la Cañada";"05-266";NA;"920368001"
"Moraleja de Matacabras";"05-134";NA;"920320453"
"Zapardiel de la Ribera";"05-267";"zapardielribera@gmail.com";"920349688"
"Muñana";"05-135";"aytomunana@hotmail.com";"920231456"
"San Juan de Gredos";"05-901";"sjuangredos@gmail.com";"920349180"
"Muñico";"05-136";NA;"920254753"
"Santa María del Cubillo";"05-902";"cubillo@pueblos.net";NA
"Muñogalindo";"05-138";"aytogalindo2@gmail.com";"920265182"
"Diego del Carpio";"05-903";NA;"920365055"
"Muñogrande";"05-139";NA;"920239489"
"Santiago del Tormes";"05-904";NA;"920346303"
"Muñomer del Peco";"05-140";NA;"920241121"
"Villanueva de Ávila";"05-905";NA;"920295837"
"Albanchez de Mágina";"23-001";"ayuntalbanchezdemagina@hotmail.com";"953358339"
"Larva";"23-054";"larva@promojaen.es";NA
"Alcalá la Real";"23-002";"contabilidad@alcalalareal.es";"953580000"
"Linares";"23-055";"cmorales@aytolinares.es";"953648814"
"Alcaudete";"23-003";"alcaudete@telefonica.net";"953560000"
"Lopera";"23-056";"lopera@promojaen.es";NA
"Aldeaquemada";"23-004";"ayuntamiento@aldeaquemada.com";"953669003"
"Lupión";"23-057";"ayuntamiento@lupion.es";"953763008"
"Andújar";"23-005";"intervencion@andujar.es";"953508200"
"Mancha Real";"23-058";"mreal_info@promojaen.es";"953350157"
"Arjona";"23-006";"consistorio@ayto-arjona.com";"953523325"
"Marmolejo";"23-059";"intervencion@ayuntamientodemarmolejo.es";"953540126"
"Arjonilla";"23-007";"ARJONILLA_MARIA@TELEFONICA.net";NA
"Martos";"23-060";"ayuntamiento@martos.es//alcaldia@martos.es";"953704005"
"Arquillos";"23-008";"ayuntamiento@arquillos.es";"953633000"
"Mengíbar";"23-061";"info@aytomengibar.com";"953370025"
"Baeza";"23-009";"baeza@baeza.net";"953740150"
"Montizón";"23-062";"ayuntamiento@montizon.es";"953469007"
"Bailén";"23-010";"aytobailen@promojaen.es";"953678540"
"Navas de San Juan";"23-063";"secretario@navasdesanjuan.es";"953689101"
"Baños de la Encina";"23-011";"ayuntamiento@banosdelaencina.es";"953613004"
"Noalejo";"23-064";"noalejo@andaluciajunta.es";"306164953"
"Beas de Segura";"23-012";"bsegura@promojaen.es";"953424000"
"Orcera";"23-065";"secretaria@orcera.es";"953480154"
"Begíjar";"23-014";"begijar@begijar.es";"953763002"
"Peal de Becerro";"23-066";"pbecerro@promojaen.es";"953730075"
"Bélmez de la Moraleda";"23-015";"belmez.econo@dipujaen.es";"953394002"
"Pegalajar";"23-067";"pegalajar@promojaen.es";"953360002"
"Benatae";"23-016";"benatae@promojaen.es";NA
"Porcuna";"23-069";"porcuna@promojaen.es";"953544004"
"Cabra del Santo Cristo";"23-017";"secretaria@aytocabradelsantocristo.com";"953397002"
"Pozo Alcón";"23-070";"pozoalcon@promojaen.es";"953738041"
"Cambil";"23-018";"ayuntamiento.cambil.secretario@gmail.com";"953300427"
"Puente de Génave";"23-071";NA;"953435002"
"Campillo de Arenas";"23-019";"ayuntamiento@campillo.org";NA
"Puerta de Segura (La)";"23-072";"ayuntamiento@lapuertadesegura.es";"953486002"
"Canena";"23-020";"canena@canena.es";"953770161"
"Quesada";"23-073";"quesada@promojaen.es";"953733025"
"Carboneros";"23-021";"ayuntamiento@carboneros.es";"953661104"
"Rus";"23-074";"rus@promojaen.es";NA
"Carolina (La)";"23-024";"info@lacarolina.es";"953660034"
"Sabiote";"23-075";"ayto-sabiote@terra.com";"953773002"
"Castellar";"23-025";"pazmontilla@hotmail.com";"953460005"
"Santa Elena";"23-076";"santaelena@promojaen.es";NA
"Castillo de Locubín";"23-026";"intervencion@aytocastillodelocubin.org";"953591364"
"Santiago de Calatrava";"23-077";"scalatrava@promojaen.es";"953528113"
"Cazalilla";"23-027";"castalla@telefonica.net";"953537131"
"Santisteban del Puerto";"23-079";"santisteban@promojaen.es";"953402111"
"Cazorla";"23-028";"raquel.intervencion@cazorla.es";"953720000"
"Santo Tomé";"23-080";"pilar.secretaria@ayuntamientosantotome.es";"695202143"
"Chiclana de Segura";"23-029";"chiclana@promojaen.es";NA
"Segura de la Sierra";"23-081";"ssierra@promojaen.es";"953480280"
"Chilluévar";"23-030";"chilluevar@promojaen.es";NA
"Siles";"23-082";"ayuntamiento@siles.es";"953490011"
"Escañuela";"23-031";"secretaria.escanuela@promojaen.es";"953345101"
"Sorihuela del Guadalimar";"23-084";"sorihuela@promojaen.es";"953430004"
"Espelúy";"23-032";"espeluy@espeluy.es";"953537161"
"Torreblascopedro";"23-085";"torreblaspadron@promojaen.es";"953626001"
"Frailes";"23-033";"aytofrailes@telefonica.net";"953593002"
"Torredelcampo";"23-086";"ayto-tdc_intervencion@infonegocio.com";"953567000"
"Fuensanta de Martos";"23-034";"ayuntamiento@fuensantademartos.es";"953565000"
"Torredonjimeno";"23-087";"secretaria@tosiria.com";"953571950"
"Fuerte del Rey";"23-035";"freysecretario@promojaen.es";NA
"Torreperogil";"23-088";"aytotorreperogil@eresmas.com";"953776000"
"Génave";"23-037";"secretaria@genave.es";"953493053"
"Torres";"23-090";"franlurivas@yahoo.es";"953363011"
"Guardia de Jaén (La)";"23-038";"laguardia@promojaen.es";NA
"Torres de Albánchez";"23-091";"torresdealbanchez@ya.com";NA
"Guarromán";"23-039";"ayuntamiento@guarroman.es";"953615004"
"Úbeda";"23-092";"interventora@ubeda.es";"953750440"
"Lahiguera";"23-040";"contahiguera@promojaen.es";"953530014"
"Valdepeñas de Jaén";"23-093";"ayuntamiento@sierrasurjaen.com";NA
"Higuera de Calatrava";"23-041";"hcalatrava@promojaen.es";NA
"Vilches";"23-094";"pedro_segura@vilches.com";"953630075"
"Hinojares";"23-042";"ayuntamiento@hinojares.es";"953738111"
"Villacarrillo";"23-095";"villacarrillo@villacarrillo.es";"953440000"
"Hornos";"23-043";"ayuntamiento@hornos.es";"953495002"
"Villanueva de la Reina";"23-096";"secretario@vreina.com";"953537086"
"Huelma";"23-044";"registro@aytohuelma.es";"953390210"
"Villanueva del Arzobispo";"23-097";"aurora.rama@villanuevadelarzobispo.es";"953451000"
"Huesa";"23-045";"recaudacion@huesa.es";"953715009"
"Villardompardo";"23-098";"ayuntamiento@villardompardo.es";"953576007"
"Ibros";"23-046";"ayuntamiento@ibros.es";NA
"Villares (Los)";"23-099";"losvillares@promojaen.es";"953320005"
"Iruela (La)";"23-047";"lairuela@promojaen.es";NA
"Villarrodrigo";"23-101";"ayuntamiento@villarrodrigo.es";"953484126"
"Iznatoraf";"23-048";"secretario@iznatoraf.org";"953451507"
"Cárcheles";"23-901";"alcadia@carcheles.es/secretaria-intervencion@carcheles.es";"953302003"
"Jabalquinto";"23-049";"jabalquinto@jabalquinto.es";NA
"Bedmar y Garcíez";"23-902";"www.bedmar@promojaen.es";NA
"Jaén";"23-050";"alcaldia@aytojaen.es";"953219100"
"Villatorres";"23-903";"villatorres@promojaen.es";"953377000"
"Jamilena";"23-051";"jamilena@promojaen.es";NA
"Santiago-Pontones";"23-904";"ayuntamiento@santiagopontones.es";"953438002"
"Jimena";"23-052";"ayuntamientodejimena@gmail.com";"953357001"
"Arroyo del Ojanco";"23-905";"auxiliar@arroyodelojanco.es";"953420002"
"Jódar";"23-053";"intervencion@jodar.es";NA
"Abades";"40-001";"abades@abades.es";"921495204"
"Matabuena";"40-123";"aytomatabuena@gmail.com";"921504001"
"Adrada de Pirón";"40-002";"esterupa@hotmail.com";"921404030"
"Mata de Cuéllar";"40-124";"aytomata@yahoo.es";"921150213"
"Adrados";"40-003";"aytoadrados@hotmail.com";"921148003"
"Matilla (La)";"40-125";"info@lamatilla.es";"921533844"
"Aguilafuente";"40-004";"info@aguilafuente.es";"921572038"
"Melque de Cercos";"40-126";"aytomelque@gmail.com";"921594225"
"Alconada de Maderuelo";"40-005";"info@alconadademaderuelo.es";"921126907"
"Membibre de la Hoz";"40-127";"ayto_membibredelahoz@yahoo.es";"921164577"
"Aldealcorvo";"40-006";"ayuntaaldealcorvo@gmail.com";"921531181"
"Migueláñez";"40-128";"aytomiguelanez@telefonica.net";"921566230"
"Aldealengua de Pedraza";"40-007";"ayto@aldealenguadepedraza.es";"921506129"
"Montejo de Arévalo";"40-129";"montejoarevalo@yahoo.es";"920309011"
